id	prompt	essay	content	organization	language	total
452	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"As exam period comes, every place in KAIST such as cafes, librarys are full of students who study hard for exam. I am also the one of them, too. There are numerous types to study. Some students just read and memorize all stuffs, whereas some student write down the contents and share with their friends. There is also different preference  of the number of person study with. Some students prefer to study alone, whereas others prefers to study with a group of students. Personally, I prefer  group study than the study-alone. There are several reasons of the preference: Share the difficulty, be less tired, can concentrated more.


When we study for the exam, there are a lot of problems or concepts that we cannot understand for our own. If you study alone, maybe you will send E-mail to professor or teaching assistent. However, it tooks a lot of time for replying and hard to read because the answer is on text. If you have friends who study near you, you can just ask them and solve the problem. And when your friends asks you the concepts you already knows, you can also help them. Sometimes you will realize you don't know the concept exactly well. This will be helpful to you to know what you don't know yet and understand the concept perfect.  

The study for exam is inevitably the fighting against sleep. Most student sleep less than usual for study. If you study alone, there is no person to wake you up. And the circumstance around you might be very quiet, so maybe you feel more sleepy nad tired. When you are with your friends, they can wake you up when you are sleepy. And If you are not really able to concentrate on study, maybe take  a time of 10-15 minutes for fun with your friends and you can study with healthier mind.

 Some says study with lot of people make you cannot concentrate on study, because the place is too noisy and you will want to talk with your friends. Well, these are partially true, but mostly not. Study with your friends doesn't mean 'noisy'. You can go cafe or study room with your friends. At there, group of student can study as usual. If you have questions or if you cannot really concentrate on study then you can rest just quarter hour. You can study quiet enough with your friend. There is also research result that white noise sometimes more profitable for study. And when you are alone, there is no person when you are wasting your time. Your friends might catch you up just hanging around and make you study agiain. Sharing  study result or study hours also might help for your will for study.

These are three reasons of my preference to study with group of students . I can share the difficulty of studying to ask questions around me, I am less tired when I'm not alone, and I can concentrate more with my friends. There are no correct answers for studying, but it is true that your friends give you happiness and help during the exam period. When you are really depressed, friends might be like a vitamin. With your friends, you can study less harder, simultaneously can make unforgettable memories with them."	4.5	4.0	4.0	12.5
1647	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"    People say the freshman term in university is the most beutiful period in whole life. It is a time to meet new friends and study new things in new place. However, my freshman life was not so different with high school life. Of course, one of the reason is COVID-19 situation, but it is also critical reason that I did not participate in university life well. If I can change one thing during my university life, I want to go back to last year and participate almost every events and programs that I can do.
    First at all, I did not make many new friends while freshman period. Because of online lecture, I have no chance to meet other freshman on year. In addition, I try to join in two circle, in Korean 'Dong-a-ri', but both tries failed. Moreover, I did not participate in online festival well. During a freshman period, I communicated only with my friends who I already knew from highschool. Therefore, I felt that freshman in university is simmilar to high school life.
    Furthermore, I not used services that make study efficiently. I got low GPA in both semasters in freshman. I understand that its the most biggest reason is a lack of study time. However, not only the study time, but also my study style also wrong. There are many services and programs in KAIST to support study. For example, KASIT students can ask question about study to seniar and juniar by tutering system, or to proffeser by email directly. Sadly, I did not use those ways efficiently. I try to solve all problem and question by myself, without person who can check I was right or not. This study style makes me misunderstand the lecture, and make lecture more harder.
    To summerize, I missed and passed many chances that make me and my freshman life better. I realize it at winter vacation of freshman, and deeply regret it. Now, I finally join some dong-a-ri, and study with friends. The period that I was freshman never come back. However, it does not mean that I have no chance anymore. I trust that I can make more beutiful life than my freshman period."	4.0	5.0	4.0	13.0
556	You have been told that dormitory rooms at your university must be shared by two students. Would you rather have the university assign a student to share a room with you, or would you rather choose your own roommate? Use specific reasons and examples to support your answer. 	"I think ""Having the university assign every freshman's roommate and giving students chance to choose their own roommate from second grade""  is the best way. 

 For the first reason, it is about the merit of ""Having the university assign every freshman's roommate"". Many freshman have difficulty on making friends at first time. So it would be better to match the students randomly so that they don't concern if they can't find their roommate. And this randomly matched roommate can be good friends for each other.

 For the second reason, it is about the advantage of ""Giving students chance to choose their own roommate from second grade"". The opportunity to select their own roommate is the reasonable right for the students. And I think sophomore is the proper period that student can use that right wisely because they adapted to the university and overall dormitory life.

 This is the way that KAIST actually assigns the room for the students. And I am really satisfied with this dormitory room assignment policy. However, I also heard about the friends' story that they had some trouble with randomly assigned roommates. But thanks to the dormitory policy and dormitory readers' help, he could solve that problem well.

 So I think ""Having the university assign every freshman's roommate and giving students chance to choose their own roommate from second grade"" is the best way that offsets both way's demerits and makes merits remain."	3.5	3.5	3.5	10.5
164	Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.		3.5	4.0	3.5	11.0
1917	In your opinion, what are the qualities of a good student? Give specific reasons and details to support your opinion.	"Many students may wonder if they are good students or not. And many people may had tried to be a good student in the class. Then, what is a good student? There are two main qualities of a good student.
     First of all, good students should have enthusiasm. Students can learn and memorize more knowledges when they study by themselves than when they are forced to study. However, without enthusiasm of learning, they just study because they have to study. This kind of study which have no purpose, is not helpful for students. Therefore, to be a good student, students should have passion for study.
     Not only passion, curiosity is also the quality for a good student. Students can develop themselves by asking questions that are related to the knowledge which they learned in the class. The origin of questions is curiosity. If students don't feel curious about the knowledge, his or her studying will be end just by understanding and memorizing it. However, if students finish studying with old knowledges that already written on the paper and do not create new ideas, the world can't be developed. The final purpose of studying is to make a new theory or technology based on old knowledges. Accordingly, curiosity is the important quality of a good student to think and create a new knowledge by asking a question.
     To summarize, the qualities of a good student are having enthusiasm of learing and having curiosity for what they learned. It is because, these two qualities help students to study by themselves and think creatively. It might be difficult to be a good student in a day, but if you try consistently to have a passion and feel curious in the class, then you can be a good student."	4.5	4.0	4.5	13.0
338	Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer. 	"The debate over whether or not computers have made life easier and more convenient has become a great issue. Although some people might say that computers have made life more complex and stressful, I strongly believe that our life has become more convenient thanks to computer.
   First of all, computers can do so many things that humans can not even try. For example, computers are able to calculate about 10^12 times faster than human. Therefore, there are no need for people to spend countless times on our daily occurring calculations. Also, computers enabled us to storage thousands of documents, videos, recordings, and so on. Before computer was invented, only thing people could do to save their works was writing down on a piece of paper. But now, thanks to the enormous amount of computer's storage, people are able to maintain their results.
   Secondly, computers are the key factor of using internet. Nowadays, it is almost impossible to live without an internet. People use internet everywhere at anytime; order products from website, email each other, or use internet banking. Because of the development of computers, people could easily access to internet, which made our life much more convenient and easier.
   In conclusion, thanks to the computer's ability and access to internet, people's life become way better and easier than before. There could be some complexion or stress due to using computer  , but the benefits are beyond its negative effects."	3.5	4.0	4.0	11.5
2254	If you could change one important aspect about your university, what would you change? Give specific reasons and details to support your opinion.	" My university, KAIST has various pros. Since it is one of the best universities in Korea, it has numerous excellent professors and convenient facilities. Also, the system that every freshman students have free-major is one of the best advantages of my university.   Some people believe that KAIST could be a leading school of technology because it has only engineering and science departments, and can focus on science and engineering. However, KAIST would become a better university if it has various departments other than science and engineering, because of following reasons.
 First, students can take various classes when there are many departments. There are various classes about engineering in KAIST, but there are not many classes about economy, languages, or social science. As a result, most of students fail to take the classes that they want.  Some people take season-semester because they failed to take the classes that are not related to their major. Also, students can get brilliant ideas while studying various fields. For example, students who are interested in industrial design could be inspired while taking class about art. Students in KAIST are missing the opportunities to have these ideas, because there are not various departments in the university. 
 Moreover, students are not able to meet different kinds of people in KAIST. Since most of students in KAIST are interested in science, it is difficult for them to meet people who are interested in other fields like social science, music or art. Meeting various people is important because it could be a nice experience to share ideas about their fields. This experience would be helpful while conducting research about their field. Also, we need various kinds of people to perform a big project. For instance, to make a smart phone, companies need electrical engineers, designers, and even marketer.  Students could learn how to communicate with different people if they can meet different kinds of people in university.
  Lastly,   careers of students can become broad. Some students who are not very interested in engineering or science might want to have other jobs rather than researchers. This students may want to become a musicians, or lawyers. However, KAIST cannot support these students because there are no departments about these jobs. Therefore, students can have more chances if there are more departments. Also, more academic clubs about various fields would be held, and students could have nice experiences about career that are not related to science or engineering.
 KAIST  is one of the best universities in engineering in Korea, but it would become a greater university if it has more different kinds of departments. These could make students that are not only good at science research, but also  researchers that can communicate with others well and lead the project.  "	4.0	3.5	3.5	11.0
2142	What are the advantages of using a tablet/laptop computer in class? give specific reasons and details to support your opinion	"Nowdays, many students use their tablet or laptop computer in class. Of course, someone thinks using laptop in class makes students not concentrate to class. However, I think using laptop has more advantages than disadvanates.
 First, tablet and laptop are very convenient. Students do not have only one class for a day, so they need to carry many books, dictionary, notes, and so on. But tablet or laptop can contain these materials at once. Moreover, it is much easy to take and edit a note than real note. Because students don't have to carry such heavy things, they can more concentrate to class. Also, professors have a convenient tools to check the absence or assignment, and give a notice.
 Second, using tablet or laptop is more useful in society. After students in colleges graduate, most of them get a job. In their company, they mostly use computer to make documents or communicate. In addition, some jobs like programmers always use computer to work. Therefore, students have to know how to make documents file clearly or make a code in order to adapt their jobs easily.
Finally, tablet and laptop can use online class. In 2021, most of universes take online classes because of COVID-19. Even if some students can't resist near colleges, they can take a class because class and exam are taken in online. Taking exam or class without going classroom have many advantages. Students can take class everywhere and everywhen, so they can control their schedule more smoothly. 
 By these reasons, I agree with using tablet or laptop in class. tablet and laptop are very convenient to use, have to used in society, and are suitable for online class. I want more laptop-using class to be held."	4.5	4.5	3.5	12.5
1777	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"During your life time, you might have some chance to change system or something else of your surrounding. It can be at your work, family, etc. Making some idea about it will be a nice work for your inhance.
Since I am spending amount of time in this university, KAIST, I will write about one important-changing-thing about this university. If I have chance to do, I would change the location of university. Some people might say that current location, Daejeon is proper. But my idea is about the specific one.

I think current location, 어은동, is too far from the main area of the city. For dinner or shopping outside, we have no choice but calling taxi to move to main area. It costs too much money for university students who cannot earn enough money for those things. if KAIST is nearby the center, students could walk around for those things.
Few disagreement may be caused by the reason of current location. Few decades ago, KAIST positioned here to make Daejeon as the center of science and technology. Following that idea, lots of Labs from government and companies locate near KAIST. It means if we just move only KAIST, communicating with those labs might be hard with the vision of pasts. However, advancement of communication technology could break those worry, so the problem might be nothing.
There is one more thing that my friend and I usually talk about. Every system and professors, even environments of KAIST is better than any other university in Korea except only one problem. As you can know, this is the problem about location, which is not in Seoul. Huge amount of infra are concentrated in Seoul, so it is prefered to go university in Seoul. But some problems related to money and laws stop to make new, or move university to Seoul. So moving KAIST near center of Daejeon such as near the train station can be the alternative answer.

Since problem of capital-concentration of Korea, not all problem of location can be solved with my idea. But with reasons above, I think moving near main area can be alternative answer to clear some issues. "	4.0	3.0	4.0	11.0
310	Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer. 	"The objective of university education has changed centuries by centuries. It was an organization for research, the only source of breakthrough. Then companies with mass capital setup their own research facilities, leading new breakthroughs. Time by time, universities became concentrated at education more than research. Also the educational requirements of workplaces generally increased, several small universities were even considered as a place for job training. Nowadays, numbers of universities are facing new problems caused by upcoming changes in this rapid developing technology civilization. If they could not handle new requirements, they will not be able to evade termination. Universities must give students diversity in their subjects to flexibly deal with those problems.
 The first reason why universities should offer diverse subject's educations to the students is the rapid changing workplace. For example, product designers have to know what digital circuitry is needed to make sure the design with LEDs or digital interfaces can possibly operate. Even if they doesn't know deeply about electronics, at least they should know it's possible or not. Programmers working for web sites are required to have knowledge in art and design. Those requirements did not exist in last centuries, but it is becoming essential. 
 Even though, there are several opinions that diversity in educations lower the quality of itself. However, this is restricted on a specific portions of diverse jobs, such as researcher. In a situation that adapting to new job requirements is required, spending time on one subject causes the students to lose their possible chances for practical job educations. Also, most of the students enter universities without knowing what they really want to do. University is now treated as a place for finding job preferences.
 In conclusion, the change of workplaces require new workers armed with diverse knowledge. Universities should follow this trend to offer students new diverse educations that they need. Being specialized on a few subjects causes risk of loosing time for this era's students."	3.5	3.5	3.5	10.5
1430	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"   The freshmen of KAIST expect the best campus life. Obiously, professors and classmates are among the best in the world. However, there is a flaw in KAIST's cmapus life. That is the dormitory communal toilets and shower booths. The problem has two negative aspect, so I choose this what i want to change.

   First, it has privacy problem. Though there are screens in the shower rooms, but there is no screen in changing room. So, freshmen are forced to show thier naked bodies to other people. Most people might feel ashamed of this situation. Especially, someone withe physical complex will be reluctatnt to take a shower.

   Second. the common toilets and shower booths have quarantine problems. Since Corona 19, quarantine has become very important. However, many people share a few toilet in common toilet, which can lead to hygiene problems. If one of the dormitory members gets infected withe Corona 19, it will be easy to become a mass infection through the bathroom.

   In conclussion, the toilet and shower booth have problems with collective hygiene as well as individual rights. To solve these, each room have to have a toilet. If that happens, satifaction of students with school life will increase."	4.5	4.0	4.0	12.5
723	A friend of yours has received some money and plans to use all of it either to go on vacation or to buy a car. Which would you suggest? Use specific reasons and details to support your choice.	"Going on vacation and buying a car are both very good choice. But we can choose only one of them, so I would suggest to buy a car. There are three reasons why. 
 First, to buy a car will help saving money. Car can save lots of money. Imagine that we go for swim this vacation. We have to go all the way to the swimming pool or ocean world. If we ride a bus, it will cost about 10,000 won and if we ride a train, it will cost even more. And when we are living in dormitory, there are many chance for us to go out side of the school. And usually we use taxi. It cost some money too. Some people might say that car need money for keep it work, but using taxi and train that are used to move will obviously cost more money. 
 Secondly, to buy a car can make our life more comfortable. At midnight or at noon, there are no enough taxi to ride. I`ve waited for taxi about 30 minutes last Sunday. I was wasting my time. But if you have car, you can save all that times. That time can be small but if it combines, it will be big enough to do something. And also it is easier to go somewhere I want. Bus is cheaper than taxi but there are many places that there are no bus station near by or the bus comes once in an hour. But if you have your own car, it is not even a problem. Some people could say that go on vacation will give you wonderful memory and it is more worth it than just saving some time or money. But I think we can make memories in the future my using the money and time we saved by using car. And also you can go driving with your friends to make good memory and it can be made only if you have your own car. So I think buying car is better choice. 
 My third reason why is that car can help go on vacation. If you choose to buy a car, you can choose anywhere in Korea to go on a vacation. You can drive all the way there so you do not have to think about the bus time or train time and it will make your vacation plan to be more flexible. At last summer vacation, I went Jeju island with my friends. After we arrived at airport, there are only 5 minutes left to catch a bus. This fact made us to be hurry up and some of my friends lost the bus. They had to wait for about an hour for bus to come. We had a plan to go see ocean near airport but because of bus schedule, we could not go for it. There were several similar problems during the vacation. But if we had a car, our plans would go at least better, and we would enjoy the vacation better. However, some people will say if you use money to buy a car, you can enjoy better quality of vacation. That opinion is right in some part. But what will you do in the next vacation? It will cost more money than the vacation using car. It is hard to save money that much every vacation. So if you see longer, buying car is better choice. 
 To sum up, because of three reasons in the essay I will suggest to buy a car. Buying car can save money by not using taxi, bus and train. And also it will be more useful because it can help me to go somewhere that I want even though there are no bus station near by. And lastly it can help me to make good vacation. Cars will help our plans to be more flexible. We do not have to waste time by catching taxi or changing bus so the trip could be more like the plan we make before the trip. So I suggest buying car than going on vacation."	3.5	4.0	3.5	11.0
509	University: Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer. 	"A Small Number of Students
Recently, the debate on the form of giving college education is rising. Some claim that every student should have the opportunity, on the other side, others declare that it should focus on the outstanding students. Despite the claims that a college or university education should be available to all students, it should be available only to good students. 
First of all, it is economically efficient to manage a small number of students. Financial support for college life is the surest way which helps students. Given that the expenditure on laptops and food is very high, it is natural that additional college financial support for students is made so that students can focus solely on learning. By considering the limited financing of school is distributed samely among the students, supporting a small number of students can provide sufficient or more support. 
In addition to economic efficiency, focusing on small numbers can cultivate elite leaders. The momentous person in the era of the 4th Industrial Revolution is a great leader, who leads the society. Usually, one of the factors related to the quality of learning is the number of students per professor. For example, in the case of general liberal arts lectures, as many as 300 students are taught by one professor; thus, the quality is naturally lower than that of one professor teaching to five students. Hence, teaching a small number of students, these situations will overlap, and in the end, individual students will have outstanding competencies.
Some argue that everyone has freedom of education, so they insist college or university education should be available to all students. It may be true that if no other form of education was considered. University is a place to create good talent, but it is not the only place to gain expert knowledge. Anyone can listen to public lectures such as K-mook, for example, and anyone with the will can obtain specialized knowledge of the university through educational services. 
To sum up, college education should be supported to a small number of talented students. This approach is more economically efficient than the way of educating everyone, and it can create strong talent. In addition to the university, there is also a window for the general public to listen to education, which prevents worry about when this method is implemented. Therefore, all university facilities will have to seriously consider the policy of raising a small number of elite students."	4.5	4.5	4.5	13.5
1169	What are the advantages of taking online courses in college? Give specific reasons and details to support your opinion.	"Due to the world-wide COVID-19, many colleagues including KAIST teached their lectures online in this spring semester and it seems that a fall semester will probably be a online semester. Some people argue that such online course are worse than face-to-face course, but I think it has some advantages in terms of a study routine, time, and responsibility.
First of all, the online lecture system provides the students a chance to organize their own study routine. Unlike a normal semester, in which the schedules of each course are held, the students can make their study plan freely. They don't have to be disrupted by taking a lecture in a held time when they want to keep other studying. For example, when a student is planning to do a chemistry assingment throught a whole morning, the online lecture does not let calculus lecture in 10 AM ruin one's study routine for chemistry. A schedule which perfectly fits us can be real.
Secondly, the students can have more time compared with a normal semester. In the normal semester, every students has to go to campus and come backe home after taking face-to-face lectures. If one's house is far from the campus, one can not waste his/her time. In contrast, since the students can do everything which they noramlly do in a campus in home, they take advantages in terms of more abundant time. This time can be used for studying hard or lesuire time.
Lastly, the students can grow their own resonsibilty. As I mentioned above, in the online lecture system, we are totally free about our routine, study. It means that if we fail to control ourself, we can have the worst semester : just playing with no learing and bad grade. The students who realized this point can have a mind that their choice determine a result of semester, so it grows their own responsibility.
So far, I have talked about the advantages of taking online courses. I think a perfect study plan, more time, and growing one's responsibility are the advantages. All of university students in this year must use this freer semester effectively."	4.0	4.5	3.5	12.0
2086	Recommend a good place to spend the weekend with family/friends. Give specific reasons and details to support your opinion.	"Many people want to spend the time with family or friends to release the stress. There are a lot of place to go picnic such as mountains, valleys, rivers, and occeans. Especially the occean is one of the most popular places in summer.  Although some people say that occean is dnagerous and there is nothing to enjoy, I believe that occean is the most proper place to spend the weekend becauseof three reasons.
     First of all, the occeans are popular in summer. As I said in the above paragraph, many people go to occean in summer. Because of temperature, we can get stress a lot in summer, and we have to release the stress by get something cold. The occean is proper place to provide cold thing such as water. In my opinion, water of occeans is usually felt cool in summer because it is too hot outside a occean. In other words, the occean is most proper place to spend the time in summer.
     In addition to temperature, people can enjoy a lot of sports in the occean. People who go to occean used to play beach volleyball. To play beach volleyball, only the ball and net are needed, and the rule is also so simple that everyone can enjoy. There are also extreme sports in the occean such as surfing. People can get the feeling that surf the wave only in the occean. Therefore, the occean is useful place to play several sports.
     The occean can provid not only entertainment but also delicious seafoods. When people all enjoy the picnic in the occean, they may feel hungry, and find to restaurants to eat delicious foods. If there are no restaurants, they should spend many time to eat the foods. However, I remember that there are generally a lot of seafood restaurants near the occens. Because the source of seafoods are occeans, the restaurants near the occean can provide fresher seafood than another places.
     In conclusion, the occean is the best place to spend time with family or friends because of temperature, sports, and foods. If you want to go picnic with your family or friends, How about the occean?"	4.0	4.5	3.5	12.0
1370	In your opinion, what are the qualities of a good friend? Give specific reasons and details to support your opinion.	"You get to meet a variety of types of people in your life. Some may just pass by you, while some may give a huge impact to you. A lot of people may be you friend. However, sometimes you will fight with friends. On the other hand, some might be quite best friend for your entire life. In my opinion, to be a good friend, you and your best friend both have to get good affect and give good influence.

First, mostly significantly, I think a good friend has to be similar in thinking ways and opinions. People get to grow up in tons of environment, and all have different thoughts. It is natural to have different opinions, but at least people having opposite perspectives may not be a good friend. It is so hard to understand a person who lived through a totally different environment. On the other hand, having a similar perspective leads to understanding each others feelings well, and this is very important. Laughing at the same situation makes you feel more happier, and being angry or sad at the same situation helps you to sooth your feelings. When you are in a bad situation, friends with same thinkings help you to get a better condition. For example, when I was in high school, a student did a mistake. My friend and I argued by saying that was a terrible thing, or just a mistake. This led me and my friend as a person and person not knowing each other.

Second, not envying each other is another quality to be a good friend. If one starts to envy, there is no end. It may be in any part, such as appearance, grades, one's environment, etc. Let's say that I envy my best friend. I keep get to 비교 with my friend and when I am not better than her, I get to be low-mooded. Everytime I meet her I will be sad or bit angry at her. In the other hand, if I get to be slightly better than her, I will 무시 my friend and she will also feel it. Once ether me or my friend starts envying, I think it is difficult to talk or see one another as before. We couldn't talk about what we accomplished, and then she or he will no more be a friend, just people in competition. 

Finally, in my opinion, a good friend could help each other when one is in bad situation, and not be friends just for use. A friend means someone who you can corporate. This does not mean only understanding and encouraging each others feelings in happy situations, but to help in bad situations. This can be something related to money, or questions when studying. In this point, a good friend has to give help when the other is in bad situation. In addition, you should not always just ask for help. Asking help in really hard situations(불가피) and giving help makes a good friend. After getting help, you should be thankful too. 

My opinion of a good friend need three major qualities. A good friend has to have similar perspectives with me, should not envy each other, and help each other when one is in a bad situation. I hope you get a good friend qualified such as those reasons. It will make your life more happier."	3.5	4.0	3.0	10.5
1801	Many students choose to attend schools or universities outside their home countries. Why do some students study abroad?	"    Recently, thanks to the fast transportation and share of information due to the Internet, numerous students have studied abroad. Mainly, many students go to the US, UK, or some Western countries in Europe. Those countires have in common that have good facility and well-educated. I want to suggest that since students can have nice education, relationship with many different kinds of people, and availability of getting a job aborad.
    First, students can receive the best education. This is because thanks to the good facilities and well-educated professors, students can listen to much better lecture and get nice answer to their questions about their major. Moreover, students can get a chance to have native-speaker friend or attend foreign language lecture so that they can learn and increase language skill much faster.
    Second, they can communicate with diverse kinds of people. Since a school or an university can be a field of meeting from different countires, students can meet many people from the different culture. They can learn the other cultures or can teach them their culture. Besides, as there are some people who became successuful like CEO of a company or a professor. Since having connection with them can help them having jobs or doing several social activities, students hope to be one of the students in nice school.
    Last, it is much easier to get a job abroad. Like content I mentioned in the second paragraph, there is a social connection between university and numerous companies. Since friends in a company can give some tips about an interview or introduction, knowing an aquaintance or a friend in company is very helpful. Furthermore, although there are numerous intelligent people from the other countries, it is obvious that the comanies prefer people from the universities in their home country because they commonly much better to communicate and work with them.
    It is apparent that studying aboroad provides several benefits and experiences that help student to design their lives. I also want to study abroad and if you have a chance to attend school in another country, it will be marvelous to go there and experience numerous things."	4.0	4.0	3.5	11.5
98	Government: Should governments spend more money on improving roads and highways, or should governments spend more money on improving public transportation (buses, trains, subways)? Why? Use specific reasons and details to develop your essay.    	"Importance of Public Transportation

Governments can spend money for transportation. They can support infrastructure like roads and highways, or they can support public transportation like buses, trains, and subways. In my opinion, governments should improve public transportation for three main reasons.
First of all, public transportation makes less environmental pollution. Improving infrastructure causes increasing private transportation; therefore, harmful gas is increasing in air. This gas can make critical pollution to environment. On the other hand, increasing public transportation makes less harmful gas. It will be good for environment.
In addition to environment, public transportation is economical. One public transportation can transport lots of people. In this case, less amount of money should be needed to resolve traffic problem. Moreover, even though increasing roads or highways is hard to construct, public transportation can be easily increased. Thus, public transportation saves more money.
Some argue that improving infrastructure is efficient way to resolve traffic problem. They say increasing roads or highways makes much more traffic capacity. However, since territory is limited, improving infrastructure also has limit. Public transportation can be increased continuously without regarding limit of territory. That is, public transportation is efficient way to increase traffic capacity.
To sum up, public transportation has three strengths: environment, economics, and efficiency. Of course, governments should spend money on both infrastructure and public transportation. However, if governments' money is limited, improving public transportation should be a priority."	4.5	4.5	4.5	13.5
1643	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"   KAIST is in Daejeon, not Seoul. Many students say, ""The only one drawback of KAIST is location."" Daejeon is also big city in Korea. But, compare to the university in Seoul, we do not have much opportunity of participation, such as Intern, cultural activity or education. So the one important thing to be changed is the location of my school.
        The first advantage is to increase opportunity of participation. In the perspective of career, most of companies are located in Seoul, and they offer several Intern activity or event for university students. If we were in Seoul, we would get less constraint of time and space. More students can get the more benefits. And there are the more opportunity of cultural activity like concert, exhibition and club activity. We can be more collaborated people.
        Second, there are more interaction with other university, so we can increase our network and meet various people. In KAIST, there are only science and engineering department. Although KAIST is the top university in the world, we might have narrow thought. If we were in Seoul, we can meet many students in other university and interact with them. So we can get more various thought and network. Also we can learn the other culture to increase our adoption in society.
        We can get more participation and interaction, if KAIST were in Seoul. I think KAIST in Seoul is the best university in Korea. Also, the students' talent will be increse than now. So if i get a chance to change one thing of our KAIST, i must change our loaction."	5.0	5.0	4.5	14.5
1584	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	"If I can change something in our country, I'd like to modify education system. There are several things that I think that sould be changed. most of all, our education system is not made for thinking, but just learning. In my opinion, the reason why we learn is to make our own comprehensive problem solving method. and to do this, it's important to make a proper atmosphere, which the students can think their own way. but I'm not saying that just let them thinking with no regulation is good. definitely we have to set some kind of formulated route to lead students right way. but in our society, the route, which has been composed and modified for several decades, doesn't emphasize the importance of thinking, and push students to memorize imformation as much as possible. and there no way to use these kinds of knowledge properly, because thinking strategy is not yet constructed. so, it's essential to develop thinking strategy while learning things. and one of the good method is make students have continueous curiosity and teachers help to think it with various kinds of way.
In short, current education system, which have to be changed, doesn't promote active thinking, and it could make students lower their problem solving abilities."	3.0	3.5	4.0	10.5
330	Some people say that computers have made life easier and more convenient. Others say that computers have made life more complex and stressful. Which do you agree with? Use specific reasons and examples to support your opinion. 	"Nowadays, many people contend with each other about whether computers have made life more convenient or just stressful. Some people may assert that computers have made life more complex and streesful; however, I strongly believe that computers have improved the life more easier.
To begin with, computers help people by connecting all people to ubiquitous network. I think that computer is the first device for ubiquitous network, and it means that people not only can get various information such as a weather forecast immediately but also break the boundary between people in different places and time. People are connected with each other by the computer network; therefore, there is huge convenience for people who live in the modern society and the revolution of information because they can work together whenever they are, and wherever they are. For instance, people can do their work or study in the colleges because of the development of computers and ubiquitous network system, even in the COVID-19 pandemic. It shows that the value of information from computers is much higher than the stress caused by computers.
On top of that, people can alter their labor by computers and increase their work efficiency. Of course, some people can claim that computers will alter all humans because people do not have advantages in the workplace, and this is why people feel streesful on computers; nonetheless, I believe that people have to give their simple work to computers. It is well-known that computers are not good at some regions such as analyzing images, creating a new idea or emotional work. Not only these regions but also many parts of human work need people's creative brains, not just mathematical calculations. If people use computers only in hard work that cannot be done by people or takes too long time to finish, computers can help people and people can live more easier with their own jobs. This occurs in various parts such as the design, the research, and even the work at the factory now and almost people in that workplaces tend to recognize the need of computers.
To sum up, computers can provide ubiquitous network so people can work together whenever and wherever they are, and people can give some of their simple work to computers to increase the work efficiency. In this regard, I believe that computers have made life easier and more convenient. I think that there is no reason not to use computers if there are advantages from computers in appropriate parts."	4.5	4.5	4.5	13.5
