id	prompt	essay	content	organization	language	total
760	Education: Some students prefer to study alone. Others prefer to study with a group of students. Which do you prefer? Use specific reasons and examples to support your answer.	"I prefer to study together for two reasons. First, classmates would encourage me when I want to give up and rest. Last year, I did a group study for general physics course. However, because I made my appointments, I could stick to my homework and make it.
The other reason is that one can be more creative. When I face a difficult problem, I can get a hint from others. By sharing various opinions and perspectives, one can get an wide angle of thinking. I studied more effectively when I did together.
I respect students who study alone as well. But from my experience, It is better to study with other students."	1.0	1.0	1.5	3.5
1858	How do movies or TV influence people’s behavior? Give specific reasons and details to support your opinion.	"Cultures have a great power and we can see this power in online. I thinks that BTS, the most famous K-pop artist, is great example in tinfluence people's behatviorhat case. I think videos 


First of all, Movies and TV Program are combined the society. 
Producer who make movies and his or her co-worker should analyse about what is popular and funny in people's mind. So people get fun from that movies,
Second, video can give more stimulation than other material.
More than 60 years ago, the only device that can get informations in korea is radio. radio sends sound and people hear that. In this case, people only use thier ears. However, In this time, videos are main tools that spread informations. During COVID-19 pandemic, video flatform such as youtube, Netflix and wavve etc can fastest grow and we see a movie in that flatform. This fact give some idea that Movies and TV program can create cultural power for people, too.
Last reason, popular makes wave in culture.
Anyone can make culture wave for thier own's benefit. If people don't like specific culture, culture is destroy in that time. We already know great example in China. China goverment still tried to chinese culture spread in many country like K-pop, but they get failure.
"	2.5	1.5	2.0	6.0
2176	If you could change one important thing about your country, what would you change? Give specific reasons and details to support your opinion.	If i could change one thing about korea. I want to change school. before i graduated high school, i studied very hard because of system in korea. in korea students have to study  hard only to go great university. most the korean students don't know that they really want to do in future.  so they study hard about thing that they can't be interested in.  I also felt this when i was high school student. so I want to change about study system in korea. first, they have to study about themselves. what I want to do, what i like, there are most important thing about student,  self education need  for them. if i could change education system, i make more time for self studing in education system in korea. and they have to know why they study hard,   	2.5	2.5	2.0	7.0
2078	What is a good hobby for college students? Give specific reasons and details to support your opinion.	"Students in college could have multiple good hobbies. For hobbies to be considered good they should either aid in self development or help the society in some way. For college students good hobbies could mainly be classified into three groups hobbies in research, hobbies in clubs and hobbies in academics. 
           In hobbies for research, students could participate in a lab.s under the guidance of a professor. The students can either be part of the experiment or be part of the researchers. Being part of the experiment is simple students will be asked to follow certain procedures depending on the guidlines of the lab. they are participating in. For example, If the expeiment is taking place in biology lab. where the researchers are measuring EEG, students will be asked to remove their jewlery and take a sit on a chair and relax while the reseachers measure stundents brain wave activities. On the other hand if students are a part of the resarch, they will work hand in hand with the professor conducting experiments. For example, If the research is taking place in computer science lab. students will be asked to develop software that gives a desired output. The students will then look into the ""open source"" and find codes that might be usefull in their reseach, they will then modify the code and subject it to test cases until they get the desired output.
          In hobbies in clubs, students usually apply for the clubs that they are passionate about.  After the application process is over the club leaders hand pick students that they think showed the most passion among the people who applied. After this process is over the students usually work on group activites with the club members. For example if a student has applied and is accepeted in the music club, he/she will have the chance to sing with the club members and have a good time. In addition he/she could have the chance to perform to the whole campus.
          In hobbies in academics, students usually spend their time mainly in libraries. their dorms or with professors, either studying for or asking questions about the courses. For example, a student who is currently taking the physics course could watch a youtube video in his dorm about how to caluclate the speed of light.
          In conclusion, good hobbies are hobbies that help in either self development or help the society in some way. In college good hobbies can be mainly classified into three main groups hobbies in research which help students understand how to work hand in hand with professors and undestand how to conduct experiments, hobbies in clubs which help students explore their passion and have the chance to show thier passion to the world,and hobbies in academics which help the students understand more about the courses."	4.0	4.0	3.5	11.5
283	Some high schools require all students to wear school uniforms. Other high schools permit students to decide what to wear to school. Which of these two school policies do you think is better? Use specific reasons and examples to support your opinion.		3.5	3.5	4.0	11.0
2074	What is a good hobby for college students? Give specific reasons and details to support your opinion.	"Recently, COVID-19 spreaded all over world, and people had to stay at home for a long time. To spend thier time, people tried to find new hobbies or works such as starting 1-person broadcasts, home training, etc. Also collegue students started to find their new hobby as their colleges decided to have online-courses not to attend physically to their collegues, and have a lot of free time at home. I also suffered that problems and tried to find new activities not to be bored. And from now on, I'm going to recommend several hobbies that colleage students can enjoy easily.

  First, making some cocktails at home is one of good hobbeis for college students. Especially for freshmen of collegue, most of them have a lot of interesting on drinking but their were only few moments to try them. So I recommend you to try some cocktails at home. There are two reasons why I recommend it. First, we can enjoy drinking without go outside or hanging with friends which mean that we can keep government's regulations to prevent COVID-19. Second, since online video flatforms are activated we can easily find some guidelines to start making cocktails. But what we have not to forget is that we have to focus on ""Making"", not ""Drinking"". Too much drinks induce health problems, just enjoy making cocktails and fresh experiences.
  Second, playing musical instruments can be one of good hobbies for college students. People think that all musical instruments are expensive and hard to start it without teachers or guide books. In fact, hurdles to start new instruments is being lower then past. We can easily learn them from Youtube platform, 101 Classes which is website that we can learn various hobbies or techniques such as playing musical instruments, drawing, programming and etc. So why I recomment playing musical instruments? We can calm down and get rid of some stresses playing beautiful melodies. Of course that it would be hard at first. For my case, every vacations I try to learn new instruments to find new experiences and feelings. Not every process of learning is fun and excited, but after practiced some basic skills I could play several songs what I wanted to play. So if you keep making efforts, you will start to enjoy them soon.

  At first peroid of the pandemic, governments demanded residents to keep social distancing, so many educational organizations were busy to construct online-classes system and rescheduled school enducation plans. But these days, almost every systems are well organized using various programs and platforms, also companies started to support online-classes for general people who want to find their new hobbies. To sum up, you can consider making cocktails or playing new musical instruments, also you may use online-courses sites to find new hobbies. I hope you to find interesting hobbies or studying to step-up your abillities."	4.0	3.5	3.0	10.5
2271	If you could change one important aspect about your country, what would you change? Give specific reasons and details to support your opinion.	"In korea their is good high- speed railway service that helps you move form one city to other in really short time. I also like to use railway services whenever i have to go to other big citys like seoul of Busan. This service help lot of students, office workers who has word on other city and people who are traviling.  Their are two kind of high speed trains in Korea, the KTX and SRT.  KTX is a train that is owned by korail and SRT is owned by SR. I recently got to know that their is problem with this two companys through news and i think these two companys should become one company.
 To find out why, we have to know why SR started their bussiness. SR started their bussiness in order to make a competition in railway service to make the service quality good. So SRT tickets are 10% cheaper than KTX tickets and many people said the competetion allow people to use hign speed train more cheaper. This seems like a good aspect of competetion. But it is not a fair competition. We have to know that many of the SRT trains are lented to SR by Korail in a very cheap price. Plus Korail does everything to keep the train working. They check the rail conditions, check the train and fix it if there is any problem and they sell ticket for SR. It seems weird. The important thing is that Korail in  a company that runs by the government. It means that our tax are used in this work and SR's profit is going to their company's workers. It is not fair to help one company useing our tax.
 Competitions between KTX and SRT is not a fair competition. In seoul their are two stations that the high-speed trains stop. Seoul station and Sewso station.  KTX only stop at Seoul station and SRT only stop at Sewso station. costumer have to use different trains due to their final destination in seoul. It is ok if SRT goes on every high speed railway but SRT only run on high profit railways so their can be people having inconvience.
 For these reasons I want to change the railway companys to one company that is runed by government so that many people can use the railway service more reaonably and to stop our tax being wasted."	2.5	3.0	3.0	8.5
1425	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"In KAIST, majority of students may have some experiences that they order some food for there lunch or dinner by delivery. Because of the policy of KAIST, the delivery motorcycles cannot come in to our campus. Only delivery cars can come in to our campus and can deliver directly to our dormitory. This policy is hard to understand why school maintains this old policy. I would like to change this policy for us. There are 3 reasons why we can change this policy.

  First of all, because of this policy, it is hard to eat many kind of foods easily. Almost all of restaurants do not use car for their delivery. Thus if we order that foods, we have to walk about 15 minutes to main enterance or small enterance to take the ordered foods. This reduces the positive point of deliver. Many student us delivery because it is convinience. Thus they avoid these restaurants and find the another stores which support deliver to domitary. This limits the number of stores that we can order foods. According to our student association, 80% of students of KAIST cannot understand this policy and they think this policy should be deleted. For welfare for KAIST students, this policy should be changed.

  Second, the delivery bike is not that dangerous. School decides to maintain this policy because delivery bike is very dangeous to students. But the bike is not that much dangerous. One of my friend Junhyuk who has own bike said, ""bike is not that dangerous as much as school thinks."" He continued, ""All bike drivers reduce their speed in campus because there are a lot of students and speed bumps in campus. I can't understand school policy."" Also, in fact, there were no accidents in 2 years by the motorcycle in KAIST campus. Thus deleteing this school policy does not make problem as delivery bikes are not very dangerous. 

  Finally, the reason that school said does not support their decision. school said that they decide to maintain this policy because this is tradition of KAIST and It is hard to control the delivery bike as our campus is too big. This policy cannot be the tradition of the university. This policy violates students right which is the freedom of decision. Something that violates the student right cannot be the tradition. Also, the delivery bikes can be controled. The Seoul National University has bigger campus than KAIST. However, they are controlling the delivery bikes and they have no accident by them. Therefore, we can know that we also can control the delivery bikes. Two supports of school doesn't have the logic. Thus we don't have any reason to maintain this bad policy. 

  Because of the policy that the delivery bikes cannot get in to the campus, students can order to only few stores for their convenience. Also the delivery bikes are not that dangerous. Furthurmore, the evidences of schools to prevent delivery bikes do not have any logics. In conclusion, we have to change this policy for many people. "	4.5	4.5	4.0	13.0
411	University:Some people believe that university students should be required to attend classes. Others believe that going to classes should be optional for students. Which point of view do you agree with? Use specific reasons and details to explain your answer.	"Importance of Attendance in University

In my university, almost every classes require students to attend class, but some classes are not. Also, there are students who think attendance is meaningless. I think university students should be required to attend class. There are three reasons.

 First of all, students pay tuition fee, and it is quite expensive. Much of tuition fee is for listening to class of professor. However if students do not attend the class, they are paying for nothing. Not attending class is throw the money on the floor. 

 Secondly, Attending class is helpful to students studying. Becauase the contents of major textbook is hard and very large in quantity, it is hard to study everything alone. With professors help, students are able to know the points of the class and it will reduce the time they study.  Also, It is possible to ask questions to professor directly. It will help the students improve their knowledge. 

 Lastly, attending class is the way to interact with professor. If there is no one attending class, the professor would be lonely and lose motivation to make a better class. And it can be lead to downgrade the quality of class. Attending class and interacting with professor is good for improve class quality, and it also helps share bright energy among students and professors. 

 To sum up, Attending class has many brighter side than not attending class, and it has to be required."	3.0	3.0	3.0	9.0
135	Some people think that they can learn better by themselves than with a teacher. Others think that it is always better to have a teacher. Which do you prefer? Use specific reasons to develop your essay.		4.0	3.5	3.5	11.0
1979	You have the opportunity to visit a foreign country for two weeks. Which country would you like to visit? Give specific reasons and details to support your opinion.	"Since I am a freshman in university, I have a lots of assignments and test, so there is no time to travel. Nevertheless, I have time to go trip when the semaster ends and I can imagine when this time comes. If I have the oppertunity to go travel a foriegn country, altough all countries in the world are great, I feel that I will visit china.
First of all, chinese culture is similar to Korea. Since china and korea is adjusted for a long time, both countries share their culture, and this simimarity makes me feel comfortable when I visit a strange place. 
In addition to the cultural similarity, I want to visit china because of the developed food cultue. Chinese food is one of the most common food in the world. There are a lot of chinese restautant in global and most people knows the chinese.  Furthermore, since I like to enjoy new foods, I want to go to china and exprience the chinese food culture.
Finally, one of the important reason why I want to go china is that I haven't go to there before. I think the purpose of travel is experiencing new, so I want to go somewhere I have never visited, and china is one of them. Thus, I want to go there and exprience new culture by visiting the historical places.
In short, china is a good place for me to travel because of the similarity of culture and the develpoed eatingculture. Moreover, I have never been china. For this reason, if I have a oppertunity to travel fo two weeks, I will go to china and enjoy lots of chinese culture: foods and historical places."	3.0	3.0	3.0	9.0
1676	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"For many students, KAIST is one of the universities that everyone want to study in. Almost every people think KAIST is one of the best universities in Korea. And I also think it is true. Unfortunately, however the university is good, there exists not good things in there. I think it is in our educational system . If I can change one thing is KAIST, I'll change some part of it. I will make student more creative and smarter for our future. This do not means studying science and technology more hard. I mean study about world. I'll explain how and why I want to change educational system.
    First, KAIST have to teach society for students. Science technology comes from people's uncomfortable things. We develop fans because it's too hot in summer, we developed robots because we don't want to work hard. There are many problems like that in our society. And its answer is technology. To know about these problems that people have, we should know society. But in KAIST, many people don't know about society. Reading newspapers, watching TV news programs, to go out of KAIST and meet lots of people are such a good way to know society. But many students are stalling in KAIST and just study science and technology. I think studying society is very important. And KAIST should know this.
    Second, KAIST have to make students read more books. There are not bad books. Reading comic books, fantasy novel is not a problem. When you read comic books, creativity grows. When you read novel, you can know other people's life. We know almost every successful people read many books, even if he or she works at scientific company. If we meet someone at street and ask about reading books, almost everyone will reply that reading books is important. But many people do not read books. I think this is big problem. For more creative KAIST, we should read many books.
    To summarize, I want to change some part of educational system. I explained about teaching society and reading books. But it is not enough. There are many things, not in science or technology parts, we should study. If we want KAIST to be better and make KAIST best university in world, we should focus on these parts too."	4.0	3.5	4.0	11.5
343	Some universities require students to take classes in many subjects. Other universities require students to specialize in one subject. Which is better? Use specific reasons and examples to support your answer. 	"Over the past few years, there are much controversy about whether computers have made life easier or more stressful. Some people claim that computer have made computers have made life more complex because modern people should understand how computers work. However, in my opinion, computers have made life more convenient for 3 reasons below. 
   First, computers replace human labor. In the past, people calculated all things such as costs and data by their hands. On the contrary, people do not have to treat simple work, so computers have made life more convenient. People who say computers have made life more complex argue that computers can make fatal error. However, computers are much faster and more sophisticated than humans. 
   Second, computers allow communication with people easier. Nowadays, almost of people have social network service account. They can communicate much more easily through social network service than in the past. Opponents argue that social network service reduces people's direct contact. However, it is true that contact with people has increased significantly compared to the past. Therefore, people can maintain a closer relationship with each other.
   Third, computers provide a large amount of information. Nowadays, people can easily get information at any time by the Internet. Some opponents argue that people may not be able to make decisions easily based on too much information. However, it is good enough if people select the information well.
   In conclusion, computers replace human labor, allow communication with people easier and provide a large amount of information. Therefore, the argument that computers have made life easier and more convenient can be persuasive."	4.5	4.0	3.5	12.0
97	Government: Some people think governments should spend as much money as possible exploring outer space (for example, traveling to the Moon and to other planets). Other people disagree and think governments should spend this money for our basic needs on Earth. Which of these two opinions do you agree with? Use specific reasons and examples to support your opinion.        	"Everyone knows Neil Armstrong who goes to the moon for the first time. At that time, it is a big issue that humans go to the moon for the first time, and now, many countries try to go to Mars which is the new target. To progress this project, there a lot of money is needed; besides, governments only can support money. Spending as much money as possible exploring outer space is necessary and there are three main reasons. 
First, the result of research about outer space will be precious property to the country. In the past, people could not think people can talk with people who leave far; however, now people can do this through science development. Science technology becomes an important resource for the country now. Just like this, in the future, technology about going to the other planets or moon may be strong points to the country, and that country may be a strong country in the world. 
Second, there is an honor to the country that makes the first result of space. These days all of the students in the world learn that American people went to the moon for the first time. Many media such as movie and books says about this. Like this, if one country success to go to the other planet in the future, all of the people in the world know about this. This is honor to the country and this honor will be a strong point to the economy and society because of the global period.
Other people can think governments can save their country a person with this money. However, if governments think the present only, that country will go to the behind other countries. Technology about another planet is a high technology and this will be competitiveness with the country. The country will be hard when only other countries get high technology because they have to pay to get learn their thechnology."	4.0	4.0	4.0	12.0
986	Lifestyle: Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. Which do you agree with? Use reasons and specific examples to support your opinion.	"To achieve success in life, there are two ways: taking risks or chances and careful planning. Both methods have their pros and cons, but there is no way to return when the taking risk is ruined. Therefore, they can only achieve success in their life with careful planning.
First of all, achieving success requires a sophisticated process. Achieving success takes a long time. Therefore, with careful planning, people do not lose their way. In other words, without careful planning, it is very hard to concentrate on their goals. If people want to achieve success, they need to plan carefully.
In addition, people can not achieve success alone. In the process to achieve success, they need courage from families and friends. Therefore, they should explain how to achieve their success with accurate and careful planning. Through this, they can persuade families and friends, also at the same time they can remind their goal. It is a very important process to achieve success effectively.
Some people might say that success in life comes from taking risks or chances, but it is not true. It is very hard, but if someone achieves success by taking risks they could not achieve success anymore. This is only a very short section, and taking risks to achieve success is very risky when you look at life as a whole. In other words, if taking risks but failed, people can not recover and stand up. Therefore, people should not get deceived by those who achieve success in life by taking risks, yet planning their way to achieve success.
Every people want to achieve success in their life. Also, they all know "	3.5	4.0	4.5	
917	Tech: Some people say that computers have made life easier and more convenient. Others say that computers have made life more complex and stressful. Which do you agree with? Use specific reasons and examples to support your opinion.	"It is debatable whether computers have made life more complex and stressful. This is intriguing question because the opinion concerning this issue can be different depending on people's perspectives. However, in my opinion, I strongly disagree with the statement. This is because computers supply more information and  do complex work process.
     First of all, we can get a lot of information by computers. What I mean is that, people cannot know all information such as how to make cake, how to solve math problem and so on. If we do not have computer, we find people who know information or books. Using computer, we find information very easily, just one click. For example, when I was in high school,  I lived in dorm. When I changed the dorm, new dorm's bath room is very dirty. I wanted to clean bathroom but it is very hard to remove all dirty thing. However, using computer, I could find information how to clean efficiently. Through this experience, I realized that computer makes life easier and more convenient. Hence,  this proves that  computers have made people life easier.
     Second, computer is the best machine to do complex work process because it can solve difficult problem during very short time. To be specific, excel solve difficult problems and show that, as a result, we can easily organize charts. People can save time to solve problems and do not have to consider how to solve it. For example, I did graduate project in last semester. There are a lot of data and equation. If I cannot use excel, I spent a lot of time to solve the equation and organized charts. However, using excel program, I can save a lot of time and one format can  apply all data. This is a good example to show that computer makes life better. Therefore, this shows that people life can be easier by using computers.
     In conclusion, I firmly believe that computers make people life better. All things considered, it is my belief that my argument regarding this topic has been effectively and precisely delivered with the reasons mentioned above."	2.5	2.5	2.5	7.5
1518	Many students choose to attend schools or universities outside their home countries. Why do some students study abroad? Give specific reasons and details to support your opinion.	"  Is there a friend who went studying abroad around you? It is called studying abroad when a student goes to a different country than his or her own country. In most cases, student goes to college abroad, but sometimes from middle school or high school to study abroad. I also saw many friends who choose to study aborad while living in school for 12 years until this year. Based on the stories of my friends, I thought about why people go studying abroad.
  First of all, the most common case is going to learn a language. English and Chinese are the most commonly used lanfuages in the world, so there are many advantages to know English or Chinese well. When learning a language, living in a native language country is the  best way to learn it naturally. So there are students who go th Australia, New Zealand, the United States to learn English, China to learn Chinese, and Singapore to learn both. Like this, there are many students choose to study abroad for their fluent foreign language skills.
Secondly, there are somes casees that going a studying abroad for college. in this case, many students go abroad to study when they are young. And it can be divided two categories of going to foreign and domestic universities. Let's first consider the case of going to a foriegn uiniversity. KAIST and Seoul National University,is the best universities in Korea, but they are ranked among the top 30~50 in the world. Therefore, in order to go to a university that is better than the university in Korea, students are going to studying abroad in that country and entering the foreign university. ,Before we think about the case of going to a domestic university, we have to know that there is a foreign admission system in our country. This is typical of foreigners or students who graduated from foreign schools taking entrance exams, and the competition rate is often lower than that of general admission. Thus, to easily enter a top-ranked university in Korea, there are cases where students graduate from a foreign school."	3.5	4.5	4.0	12.0
530	Some people prefer to spend time with one or two close friends. Others choose to spend time with a large number of friends. Which of these two ways of spending time do you prefer? Use specific reasons and examples to support your answer. 	"I prefer to spend time with a large number of friends, not with one or two friends because of 3 reasons.

First, larger group can make more communication. I prefers to talk a lot when I meet friends, but it is hard to do when I meet one or two friends because there is less topics to talk. However, when I meet lots of friends in one place, each person has their own topics to talk so there are many topics to talk together as a result. That means it is better to join a larger group for a talk.

Second, we can do or choose more activities to do together. When I met one or two friends, we always go to PC-room or coin garaoke. It's because other activities are hard to enjoy by 2 or 3 person. However, I can play games that more than 4 people is needed, go to garaoke that is large, play board games that needs many people, and etc when I met many friends. Also, there are more choices of restaurant when I met more friends. As a summary, more choices are added when I met more friends. So it is better to meet more friends.

Lastly, I prefers a larger group because it is easy to meet with one  or two friends, but hard to meet with a large group. Each person has their own schedule, so it is hard to meet all friends in one day. However, meeting one or two friends is not so hard because we only need to consider one or two schedules. So if there's a chance to meet many friends, I would choose larger groups to meet.

Because of these reasons, I prefer to spend time with a large number of friends than one or two close friends. Sadly, it is impossible to meet a large number of friends in now days, so I hope the pandemic ends soon."	3.5	4.0	3.5	11.0
1727	If you could change one important thing about your hometown, what would you change? Give specific reasons and details to support your opinion.	"     Have you ever lived in a city under development? I'm living a town under development, Maseok. Most of people think that living in a city under development will have a lot of new infrastructure and be comfortable. But in reality, it is not ture. The subway is far away, and there are not many buses going to Seoul, and there are only small restaurants and cafes nearby. Among these problems, I want to suggest most important thing to be changed with several reasons. It is infrastructure. Let's findout some reasons.

      First, there's nothing to play with. There are many good places to take a walk, such as parks and rivers, but it is hard to find movie theaters and cafes. There is disadvantage that it is difficult to access book cafes or various entertainment activities, which are recently popular. Even paks and rivers that currently exist are only used for walks becuase of Covid - 19. Since there is nothing to play like this, students from nearby middle and high schools can see them play near the station by taking the bus to play after class. Therefore, more diverse infrastructure is needed.

     Second, It's hard to deliver. As Covid - 19 continues these days, the number of people ordering delivery has increased significantly. I'm one of them, and my house is quite far from the stroe I want to deliver. Therefore, there are frequent situations where delivery costs are very high, or even delivery is canceled. Do you know how sad it would be if the delivery was canceled when I ordered it because I was hungry? Not only are I'm sad, but I often waste time and eventually skip meals. This applies to other people. It is essential to build a restaurant infrastructure for everyone's health. 

     Last, since the infrastructure is not properly established, the advantage of promoting is not clear, so new people do not gather. This is the biggest problem. Since there is no play or various infrastructure, there are no people coming in and there ar not many people, so the government is not very interested in urban development. This vicious cycle is repeated. Therefore, it is necessary to start bringing in new infrastructure and break this cycle. 

     In conclusion, I think chainging infrastructure is essential for our hometown. There are three reasons. There is nothing to enjoy, delivery - related problems, and no tenants. What would happen to the city if there is only demand and no supply? Eventually, it will collapse through a vicious cycle. Therefore, it is urgent to change infrastructure. "	4.0	4.5	3.5	12.0
1423	If you could change one important thing about your university, what would you change? Give specific reasons and details to support your opinion.	"   KAIST students spend most of time to studying. We wake up at 8:00 am, and we usually listen to class for 6 hours each day. After class, we have to do a lot of homework. This kind of life causes great stress for students. So, I  insist that we need to reduce amount of assignments given to students for two reasons. 

First of all, It makes difficult for students to do other thing except studying. We have a duty to study, but other activities other than studying are also of great help to us. For example, Some KAIST students start to sell ‘Bungeoppang’ because they want to get new experiences. As in this case, college students need ti di a variety of things that coudn’t do in their school years other than study. In addition, instead of homework, if we do large scale club activity or exchange activities with other universitys, it will be an activity that can only be felt by universities.

The second reason that  assignments given to students cause big stress for students. KAIST students are among considerably smart while they are hig school students. Therefore, They are not only smart, but also they are full of confidence. But, many assignments and other academic pressures make students tired, and some students are forced to get poor grades even though they have worked hard. I think this system has side effects that undermine some student’s confidence.

To sum up, If KAIST reduces amount of assignments given to students, students get various experience such as start-up activity, large scale club activity and exchange activities with other universitys. Moreover, It can reduce the stress students get. In conclusion, I hope that KAIST will reduce the assignments given to students , so we can engage in more diverse activities and have a leisurely life."	4.5	4.5	4.0	13.0
2086	Recommend a good place to spend the weekend with family/friends. Give specific reasons and details to support your opinion.	"Many people want to spend the time with family or friends to release the stress. There are a lot of place to go picnic such as mountains, valleys, rivers, and occeans. Especially the occean is one of the most popular places in summer.  Although some people say that occean is dnagerous and there is nothing to enjoy, I believe that occean is the most proper place to spend the weekend becauseof three reasons.
     First of all, the occeans are popular in summer. As I said in the above paragraph, many people go to occean in summer. Because of temperature, we can get stress a lot in summer, and we have to release the stress by get something cold. The occean is proper place to provide cold thing such as water. In my opinion, water of occeans is usually felt cool in summer because it is too hot outside a occean. In other words, the occean is most proper place to spend the time in summer.
     In addition to temperature, people can enjoy a lot of sports in the occean. People who go to occean used to play beach volleyball. To play beach volleyball, only the ball and net are needed, and the rule is also so simple that everyone can enjoy. There are also extreme sports in the occean such as surfing. People can get the feeling that surf the wave only in the occean. Therefore, the occean is useful place to play several sports.
     The occean can provid not only entertainment but also delicious seafoods. When people all enjoy the picnic in the occean, they may feel hungry, and find to restaurants to eat delicious foods. If there are no restaurants, they should spend many time to eat the foods. However, I remember that there are generally a lot of seafood restaurants near the occens. Because the source of seafoods are occeans, the restaurants near the occean can provide fresher seafood than another places.
     In conclusion, the occean is the best place to spend time with family or friends because of temperature, sports, and foods. If you want to go picnic with your family or friends, How about the occean?"	4.0	4.5	3.5	12.0
1927	In your opinion, what are the qualities of a good friend? Give specific reasons and details to support your opinion.	"Nowadays, there are many people who do not marry and do not make family. In this social situdtion, friends became more important. People need comfortable home. In this sociaty which has a lot of one-people family, friend do that role instead of family. So, what is good friend? There are two qualities of a good friend.
First, relationship with good friend beyond material. We can just communicate with people at business. good friends do more than that. We can comunicate with good friend anytime and anywhere with no reason. Good friend can help me if there are losing his money and  time. 
Second, good friend should be comfortable. It is important that take care friend's feel. However, It does not mean that you need to do everything for him. there should be some mistakes and bad situations. Good friend is someone feel comfortable when I do mistake and it make me comfortable too.
third, good friend should be fun with me. If someone is kind and comfortable, but he is not fun with me, he is not a good friend. We spend much time with friend. So it is really important that I feel great when spend time with him.
In conclusion, good friend has realtionship beyond material,  good friend is comfortable and fun when I spend time with him. Good friend is getting more important right now. How about make good friend and comunicate each other?"	3.0	3.0	2.5	8.5
651	Some people believe that success in life comes from taking risks or chances. Others believe that success results from careful planning. Which do you agree with? Use reasons and specific examples to support your opinion.	"During our life, we all have some chances such as chance to attend a lecture, and to enter a famous university. By taking the chance, we can change our life. By changing our life to a better way, we can achieve success. In the other hand, some people believe that success comes from careful planning but not from taking risks or chances. However, I strongly believe that we can success by taking risks or chances.
Firstly, we tend to overestimate risks than benefits from our actions, and think doing nothing is best choice. For example, even though risks from COVID 19 is bigger than risks from vaccination, people think doing nothing and being exposed to risks of COVID 19 is better. This is because people overestimate risks from their action than benefits from their action. If there are both risks and benefits come from some action, people just think about risks about the action, and they think doing nothing is better. This stops people from getting benefits by acting and makes people do nothing. By taking small risk, people can taste sweet fruit of challanging.
Secondly, everyone can make careful planning. If we think about normal people, definitely there will be more people that can make plans carefully than people that can take risks or chances. Thinking about successed people tells us that extraordinary people tend to make great achievement in their life, and live so called successful life. For instance, president Roh lived a very special life. He graduated comercial highschool, and he became president of Korea eventually. Regardless of his achievements as president of Korea, we all think he lived successful life. If we become extraordinary people by taking risks or chances, we can achieve great success in our life.
Lastly, every good things have bad things inside, and we call them risks.  For example, jogging is definitely good for our health, but is has risk of falling or car accident. There is nothing with only positive aspects. Everything in our life has both positive and negative aspects at the same time. So, if we try not to take any risks, there is nothing that we can do in our life. Taking risks is essential in our life, and we should know how to take risks.
To sum up, we should take chances or risks to success, and there are three reasons. We tend to overestimate risks from our action, we can become extraordinary people by taking risk, and everything in our life has risks and we have to take it. If we want to live successful life, we should know how to take risks with courage, which is the greatest aspect of human essense."	4.0	4.0	4.0	12.0
862	University:Some people believe that students should be given one long vacation each year. Others believe that students should have several short vacations throughout the year. Which viewpoint do you agree with? Use specific reasons and examples to support your choice.	"University Education For Everyone

     Today, most students study hard and prepare SAT to enter the better university. High-level university guarantees students get preferred jobs such as doctors or judges. For these reasons, some say a college education should be available to all students for equity; however, others did not think like that. Due to the purpose and efficiency of university education, higher education should be available only to good students for several reasons.
     First of all, the major purpose of university education is training students to become good researchers. To achieve this goal, students should learn more knowledge during their class time; however, if there are not-well-educated students, professors should spend much time to explain background knowledge to understand them. For example, teaching plus and minus operators to students in an advanced calculus class is very inefficient. The class requires high background knowledge level.
     In addition to the purpose of training researchers, a university education is efficient in the small-size class. For example, in Advanced English Writing class, the English class in KAIST, professors can give feedbacks to each student for their writing because the size of the class is small. If there are 200 students in each sections, it will be hard to give individual feedbacks. Because the number of professors is limited, forming university to public education system like high school is impossible. Therefore, only the good students should study in the university.
     Some argue that high tution fees of university makes poor students to enter there. They think university should be available for everyone to teach them. However, there are already scholarship system in many universities; therefore, well-educated students can get university education although they are poor. 
     To sum up, admission limitation of the university education has many positive effect. Students can learn complex knowledge with good students and study efficiently with small-size class. That is the reason why the university education is available only to good students."	4.5	4.5	4.5	13.5
