id,generous_model,harsh_model,baseline_grade,initial_generous_grade,initial_harsh_grade,final_generous_grade,final_harsh_grade,consensus_grade,actual_grade_0_15,actual_grade_0_100,rounds_used,converged,grade_difference,initial_swap_needed,total_warnings,total_swaps,big_jumps_generous,big_jumps_harsh,small_changes_generous,small_changes_harsh,medium_changes_generous,medium_changes_harsh,no_change_generous,no_change_harsh,total_grade_movement_generous,total_grade_movement_harsh,max_grade_movement_generous,max_grade_movement_harsh,min_grade_movement_generous,min_grade_movement_harsh,avg_grade_movement_generous,avg_grade_movement_harsh,initial_grade_gap,final_grade_gap,total_grade_gap_reduction,efficiency_score,stubbornness_score,volatility_score,generous_bias,harsh_bias,consensus_bias,baseline_bias
1630,CHATGPT,CHATGPT,61,72,49,65,64,64,6.5,43.3,3,True,1,False,0,0,0,0,1,1,1,1,0,0,7,15,6,11,1,4,2.333333333333333,5.0,23,1,22,7.333333333333333,0.0,0.0,28.700000000000003,5.700000000000003,20.700000000000003,17.700000000000003
1630,CLAUDE,CLAUDE,54,72,32,62,62,62,6.5,43.3,4,True,0,False,0,0,0,1,3,1,0,1,0,0,10,30,4,20,3,4,2.5,7.5,40,0,40,10.0,0.0,0.125,28.700000000000003,-11.299999999999995,18.700000000000003,10.700000000000005
1630,QWEN,QWEN,54,85,35,63,62,62,6.5,43.3,7,True,1,False,0,0,0,0,6,5,0,1,0,0,22,27,5,10,2,2,3.142857142857143,3.857142857142857,50,1,49,7.0,0.0,0.0,41.7,-8.299999999999997,18.700000000000003,10.700000000000005
1630,GROK,GROK,57,78,45,70,67,68,6.5,43.3,6,True,3,False,0,0,0,0,5,4,0,1,0,0,8,22,2,10,1,1,1.3333333333333333,3.6666666666666665,33,3,30,5.0,0.0,0.0,34.7,1.7000000000000028,24.700000000000003,13.700000000000005
1630,MISTRAL,MISTRAL,54,70,30,68,45,56,6.5,43.3,8,False,23,False,0,0,0,0,1,3,0,0,7,5,2,15,2,5,2,5,0.25,1.875,40,23,17,2.125,0.75,0.0,26.700000000000003,-13.299999999999995,12.700000000000005,10.700000000000005
1630,COMMAND,COMMAND,55,65,35,65,65,65,6.5,43.3,3,True,0,False,0,0,0,1,0,1,0,0,2,0,0,30,0,25,0,5,0.0,10.0,30,0,30,10.0,0.3333333333333333,0.1666666666666666,21.700000000000003,-8.299999999999997,21.700000000000003,11.700000000000005
1630,GEMMA,GEMMA,58,78,58,73,71,72,6.5,43.3,5,True,2,False,0,0,0,0,4,4,0,0,0,0,5,13,2,5,1,1,1.0,2.6,20,2,18,3.6,0.0,0.0,34.7,14.700000000000005,28.700000000000003,14.700000000000005
421,CHATGPT,CHATGPT,50,66,56,63,61,62,10.0,66.7,2,True,2,False,0,0,0,0,1,1,0,0,0,0,3,5,3,5,3,5,1.5,2.5,10,2,8,4.0,0.0,0.0,-0.7000000000000028,-10.700000000000005,-4.700000000000003,-16.700000000000003
421,CLAUDE,CLAUDE,53,78,42,19,19,19,10.0,66.7,4,True,0,False,1,1,2,1,1,0,0,0,0,2,118,36,59,36,2,36,29.5,9.0,36,0,36,9.0,0.25,0.375,11.299999999999995,-24.700000000000003,-47.7,-13.700000000000005
421,QWEN,QWEN,51,87,42,74,72,73,10.0,66.7,8,True,2,False,0,0,0,0,7,4,0,3,0,0,13,30,3,6,1,2,1.625,3.75,45,2,43,5.375,0.0,0.0,20.3,-24.700000000000003,6.299999999999997,-15.700000000000005
421,GROK,GROK,61,78,48,62,61,62,10.0,66.7,4,True,1,False,0,0,0,0,2,2,1,1,0,0,16,13,8,7,3,1,4.0,3.25,30,1,29,7.25,0.0,0.0,11.299999999999995,-18.700000000000003,-4.700000000000003,-5.700000000000003
421,MISTRAL,MISTRAL,51,70,30,68,40,54,10.0,66.7,8,False,28,False,0,0,0,0,1,2,0,0,7,6,2,10,2,5,2,5,0.25,1.25,40,28,12,1.5,0.8125,0.0,3.299999999999997,-36.7,-12.700000000000005,-15.700000000000005
421,COMMAND,COMMAND,66,78,75,78,75,76,10.0,66.7,1,True,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3,3,0,0.0,0.0,0.0,11.299999999999995,8.299999999999997,9.299999999999995,-0.7000000000000028
421,GEMMA,GEMMA,64,78,58,73,72,72,10.0,66.7,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,11.299999999999995,-8.700000000000003,5.299999999999997,-2.700000000000003
529,CHATGPT,CHATGPT,70,72,44,60,59,60,6.0,40.0,2,True,1,False,0,0,0,1,0,0,1,0,0,0,12,15,12,15,12,15,6.0,7.5,28,1,27,13.5,0.0,0.25,32.0,4.0,20.0,30.0
529,CLAUDE,CLAUDE,74,78,42,35,23,29,6.0,40.0,8,False,12,False,4,4,2,1,4,3,1,2,1,2,108,46,47,17,1,2,13.5,5.75,36,12,24,3.0,0.1875,0.1875,38.0,2.0,-11.0,34.0
529,QWEN,QWEN,74,85,45,70,68,69,6.0,40.0,6,True,2,False,0,0,0,0,4,3,1,2,0,0,15,23,7,7,1,3,2.5,3.8333333333333335,40,2,38,6.333333333333333,0.0,0.0,45.0,5.0,29.0,34.0
529,GROK,GROK,85,78,55,70,68,69,6.0,40.0,5,True,2,False,0,0,0,0,4,4,0,0,0,0,8,13,2,5,2,1,1.6,2.6,23,2,21,4.2,0.0,0.0,38.0,15.0,29.0,45.0
529,MISTRAL,MISTRAL,85,88,58,82,62,72,6.0,40.0,8,False,20,False,0,0,0,0,3,1,0,0,5,7,6,4,3,4,1,4,0.75,0.5,30,20,10,1.25,0.75,0.0,48.0,18.0,32.0,45.0
529,COMMAND,COMMAND,84,70,41,65,64,64,6.0,40.0,3,True,1,False,1,1,0,1,2,1,0,0,0,0,6,24,5,19,1,5,2.0,8.0,29,1,28,9.333333333333334,0.0,0.1666666666666666,30.0,1.0,24.0,44.0
529,GEMMA,GEMMA,66,78,58,73,72,72,6.0,40.0,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,38.0,18.0,32.0,26.0
101,CHATGPT,CHATGPT,93,75,57,68,65,66,13.5,90.0,2,True,3,False,0,0,0,0,0,0,1,1,0,0,7,8,7,8,7,8,3.5,4.0,18,3,15,7.5,0.0,0.0,-15.0,-33.0,-24.0,3.0
101,CLAUDE,CLAUDE,95,75,42,99,96,98,13.5,90.0,8,True,3,False,2,2,0,2,4,5,0,0,3,0,12,90,5,58,1,1,1.5,11.25,33,3,30,3.75,0.1875,0.125,-15.0,-48.0,8.0,5.0
101,QWEN,QWEN,75,87,48,74,74,74,13.5,90.0,8,True,0,False,0,0,0,0,7,5,0,2,0,0,13,26,2,6,1,2,1.625,3.25,39,0,39,4.875,0.0,0.0,-3.0,-42.0,-16.0,-15.0
101,GROK,GROK,82,75,50,65,62,64,13.5,90.0,4,True,3,False,0,0,0,0,3,3,0,0,0,0,10,12,5,5,1,2,2.5,3.0,25,3,22,5.5,0.0,0.0,-15.0,-40.0,-26.0,-8.0
101,MISTRAL,MISTRAL,88,90,30,87,72,80,13.5,90.0,8,False,15,False,0,0,0,1,3,1,0,2,5,4,3,42,1,25,1,4,0.375,5.25,60,15,45,5.625,0.5625,0.0625,0.0,-60.0,-10.0,-2.0
101,COMMAND,COMMAND,93,65,65,65,65,65,13.5,90.0,1,True,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,-25.0,-25.0,-25.0,3.0
101,GEMMA,GEMMA,81,78,62,74,72,73,13.5,90.0,4,True,2,False,0,0,0,0,3,2,0,1,0,0,4,10,2,6,1,2,1.0,2.5,16,2,14,3.5,0.0,0.0,-12.0,-28.0,-17.0,-9.0
760,CHATGPT,CHATGPT,62,78,54,73,71,72,3.5,23.3,3,True,2,False,0,0,0,0,2,1,0,1,0,0,5,17,4,12,1,5,1.6666666666666667,5.666666666666667,24,2,22,7.333333333333333,0.0,0.0,54.7,30.7,48.7,38.7
760,CLAUDE,CLAUDE,66,72,32,60,58,59,3.5,23.3,7,True,2,False,1,1,0,0,6,3,0,2,0,1,14,28,3,12,2,3,2.0,4.0,40,2,38,5.428571428571429,0.0714285714285714,0.0,48.7,8.7,35.7,42.7
760,QWEN,QWEN,57,87,45,76,74,75,3.5,23.3,7,True,2,False,0,0,0,0,6,3,0,3,0,0,11,29,2,10,1,2,1.5714285714285714,4.142857142857143,42,2,40,5.714285714285714,0.0,0.0,63.7,21.7,51.7,33.7
760,GROK,GROK,51,78,48,66,63,64,3.5,23.3,5,True,3,False,0,0,0,0,4,3,0,1,0,0,12,15,3,7,3,2,2.4,3.0,30,3,27,5.4,0.0,0.0,54.7,24.7,40.7,27.7
760,MISTRAL,MISTRAL,56,70,30,68,35,52,3.5,23.3,8,False,33,False,0,0,0,0,1,1,0,0,7,7,2,5,2,5,2,5,0.25,0.625,40,33,7,0.875,0.875,0.0,46.7,6.699999999999999,28.7,32.7
760,COMMAND,COMMAND,70,65,50,65,62,64,3.5,23.3,4,True,3,False,0,0,0,0,0,3,0,0,3,0,0,12,0,5,0,2,0.0,3.0,15,3,12,3.0,0.375,0.0,41.7,26.7,40.7,46.7
760,GEMMA,GEMMA,66,78,68,76,73,74,3.5,23.3,3,True,3,False,0,0,0,0,2,2,0,0,0,0,2,5,1,4,1,1,0.6666666666666666,1.6666666666666667,10,3,7,2.333333333333333,0.0,0.0,54.7,44.7,50.7,42.7
1858,CHATGPT,CHATGPT,83,68,32,54,53,54,6.0,40.0,3,True,1,False,0,0,0,1,1,1,1,0,0,0,14,21,12,18,2,3,4.666666666666667,7.0,36,1,35,11.666666666666666,0.0,0.1666666666666666,28.0,-8.0,14.0,43.0
1858,CLAUDE,CLAUDE,69,72,18,19,19,19,6.0,40.0,2,True,0,False,0,0,1,0,0,1,0,0,0,0,53,1,53,1,53,1,26.5,0.5,54,0,54,27.0,0.0,0.25,32.0,-22.0,-21.0,29.0
1858,QWEN,QWEN,70,82,25,68,65,66,6.0,40.0,7,True,3,False,0,0,0,1,6,3,0,2,0,0,14,40,4,16,2,3,2.0,5.714285714285714,57,3,54,7.714285714285714,0.0,0.0714285714285714,42.0,-15.0,26.0,30.0
1858,GROK,GROK,78,78,28,63,61,62,6.0,40.0,7,True,2,False,0,0,0,0,6,3,0,3,0,0,15,33,3,10,2,1,2.142857142857143,4.714285714285714,50,2,48,6.857142857142857,0.0,0.0,38.0,-12.0,22.0,38.0
1858,MISTRAL,MISTRAL,75,70,30,65,45,55,6.0,40.0,8,False,20,False,0,0,0,0,2,1,0,1,6,6,5,15,3,10,2,5,0.625,1.875,40,20,20,2.5,0.75,0.0,30.0,-10.0,15.0,35.0
1858,COMMAND,COMMAND,77,65,45,60,58,59,6.0,40.0,3,True,2,False,0,0,0,0,1,1,0,1,1,0,5,13,5,10,5,3,1.6666666666666667,4.333333333333333,20,2,18,6.0,0.1666666666666666,0.0,25.0,5.0,19.0,37.0
1858,GEMMA,GEMMA,76,78,48,71,69,70,6.0,40.0,6,True,2,False,0,0,0,0,5,4,0,1,0,0,7,21,2,7,1,1,1.1666666666666667,3.5,30,2,28,4.666666666666667,0.0,0.0,38.0,8.0,30.0,36.0
2176,CHATGPT,CHATGPT,56,72,46,69,66,68,7.0,46.7,3,True,3,False,0,0,0,0,2,0,0,2,0,0,3,20,2,14,1,6,1.0,6.666666666666667,26,3,23,7.666666666666667,0.0,0.0,25.3,-0.7000000000000028,21.3,9.299999999999995
2176,CLAUDE,CLAUDE,61,72,28,55,55,55,7.0,46.7,8,True,0,False,0,0,0,0,8,7,0,1,0,0,17,27,4,6,1,2,2.125,3.375,44,0,44,5.5,0.0,0.0,25.3,-18.700000000000003,8.299999999999997,14.299999999999995
2176,QWEN,QWEN,66,87,45,75,74,74,7.0,46.7,8,True,1,False,0,0,0,0,7,4,0,3,0,0,12,29,2,7,1,2,1.5,3.625,42,1,41,5.125,0.0,0.0,40.3,-1.7000000000000028,27.3,19.3
2176,GROK,GROK,64,78,42,70,67,68,7.0,46.7,7,True,3,False,0,0,0,0,6,4,0,2,0,0,8,25,2,7,1,1,1.1428571428571428,3.571428571428572,36,3,33,4.714285714285714,0.0,0.0,31.3,-4.700000000000003,21.3,17.299999999999997
2176,MISTRAL,MISTRAL,63,70,30,66,40,53,7.0,46.7,8,False,26,False,0,0,0,0,3,0,0,1,5,7,4,10,2,10,1,10,0.5,1.25,40,26,14,1.75,0.75,0.0,23.3,-16.700000000000003,6.299999999999997,16.299999999999997
2176,COMMAND,COMMAND,70,75,55,65,65,65,7.0,46.7,3,True,0,False,0,0,0,0,1,2,1,0,0,0,10,10,7,5,3,5,3.333333333333333,3.333333333333333,20,0,20,6.666666666666667,0.0,0.0,28.3,8.299999999999997,18.3,23.3
2176,GEMMA,GEMMA,67,78,52,72,70,71,7.0,46.7,6,True,2,False,0,0,0,0,5,4,0,1,0,0,6,18,2,6,1,2,1.0,3.0,26,2,24,4.0,0.0,0.0,31.3,5.299999999999997,24.3,20.3
2078,CHATGPT,CHATGPT,79,72,56,68,66,67,11.5,76.7,3,True,2,False,0,0,0,0,2,1,0,1,0,0,4,10,2,6,2,4,1.3333333333333333,3.333333333333333,16,2,14,4.666666666666667,0.0,0.0,-4.700000000000003,-20.700000000000003,-9.700000000000005,2.299999999999997
2078,CLAUDE,CLAUDE,77,78,52,70,70,70,11.5,76.7,7,True,0,False,0,0,0,0,5,5,0,1,1,0,8,18,3,6,1,1,1.1428571428571428,2.571428571428572,26,0,26,3.7142857142857135,0.0714285714285714,0.0,1.2999999999999972,-24.700000000000003,-6.700000000000003,0.2999999999999971
2078,QWEN,QWEN,91,87,45,75,73,74,11.5,76.7,7,True,2,False,0,0,0,0,6,4,0,2,0,0,12,28,3,8,1,2,1.7142857142857142,4.0,42,2,40,5.714285714285714,0.0,0.0,10.299999999999995,-31.700000000000003,-2.700000000000003,14.299999999999995
2078,GROK,GROK,91,78,50,66,64,65,11.5,76.7,5,True,2,False,0,0,0,0,4,3,0,1,0,0,12,14,3,10,3,1,2.4,2.8,28,2,26,5.2,0.0,0.0,1.2999999999999972,-26.700000000000003,-11.700000000000005,14.299999999999995
2078,MISTRAL,MISTRAL,81,70,30,68,48,58,11.5,76.7,8,False,20,False,0,0,0,0,1,4,0,0,7,4,2,18,2,5,2,3,0.25,2.25,40,20,20,2.5,0.6875,0.0,-6.700000000000003,-46.7,-18.700000000000003,4.299999999999997
2078,COMMAND,COMMAND,85,85,65,75,72,74,11.5,76.7,3,True,3,False,1,1,0,0,1,2,1,0,0,0,13,10,10,5,3,5,4.333333333333333,3.333333333333333,20,3,17,5.666666666666667,0.0,0.0,8.299999999999997,-11.700000000000005,-2.700000000000003,8.299999999999997
2078,GEMMA,GEMMA,88,78,62,74,72,73,11.5,76.7,4,True,2,False,0,0,0,0,3,2,0,1,0,0,4,10,2,6,1,2,1.0,2.5,16,2,14,3.5,0.0,0.0,1.2999999999999972,-14.700000000000005,-3.700000000000003,11.299999999999995
2074,CHATGPT,CHATGPT,92,76,56,69,68,68,10.5,70.0,3,True,1,False,1,1,0,0,1,1,1,1,0,0,8,13,6,10,2,3,2.6666666666666665,4.333333333333333,20,1,19,6.333333333333333,0.0,0.0,6.0,-14.0,-2.0,22.0
2074,CLAUDE,CLAUDE,85,78,32,19,19,19,10.5,70.0,7,True,0,False,2,2,1,0,3,2,2,1,0,3,89,17,59,10,2,2,12.714285714285714,2.4285714285714284,46,0,46,6.571428571428571,0.2142857142857142,0.0714285714285714,8.0,-38.0,-51.0,15.0
2074,QWEN,QWEN,78,87,45,75,73,74,10.5,70.0,7,True,2,False,0,0,0,0,6,3,0,3,0,0,12,28,3,7,1,2,1.7142857142857142,4.0,42,2,40,5.714285714285714,0.0,0.0,17.0,-25.0,4.0,8.0
2074,GROK,GROK,86,78,42,68,66,67,10.5,70.0,6,True,2,False,0,0,0,0,5,3,0,2,0,0,10,24,2,8,2,1,1.6666666666666667,4.0,36,2,34,5.666666666666667,0.0,0.0,8.0,-28.0,-3.0,16.0
2074,MISTRAL,MISTRAL,80,87,30,79,55,67,10.5,70.0,8,False,24,False,0,0,0,1,3,0,0,0,5,7,8,25,3,25,2,25,1.0,3.125,57,24,33,4.125,0.75,0.0625,17.0,-40.0,-3.0,10.0
2074,COMMAND,COMMAND,95,78,55,70,67,68,10.5,70.0,4,True,3,False,0,0,0,0,3,3,0,0,0,0,8,12,3,5,2,2,2.0,3.0,23,3,20,5.0,0.0,0.0,8.0,-15.0,-2.0,25.0
2074,GEMMA,GEMMA,79,78,58,73,72,72,10.5,70.0,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,8.0,-12.0,2.0,9.0
2271,CHATGPT,CHATGPT,81,70,56,63,60,62,8.5,56.7,2,True,3,False,0,0,0,0,0,1,1,0,0,0,7,4,7,4,7,4,3.5,2.0,14,3,11,5.5,0.0,0.0,13.299999999999995,-0.7000000000000028,5.299999999999997,24.3
2271,CLAUDE,CLAUDE,76,72,42,15,10,12,8.5,56.7,8,False,5,False,3,3,3,1,5,7,0,0,0,0,131,42,53,15,2,2,16.375,5.25,30,5,25,3.125,0.0,0.25,15.299999999999995,-14.700000000000005,-44.7,19.3
2271,QWEN,QWEN,83,87,52,76,76,76,8.5,56.7,7,True,0,False,0,0,0,0,6,4,0,2,0,0,11,24,2,6,1,2,1.5714285714285714,3.4285714285714284,35,0,35,5.0,0.0,0.0,30.3,-4.700000000000003,19.3,26.3
2271,GROK,GROK,79,78,55,68,66,67,8.5,56.7,5,True,2,False,0,0,0,0,4,4,0,0,0,0,10,11,3,5,2,1,2.0,2.2,23,2,21,4.2,0.0,0.0,21.3,-1.7000000000000028,10.299999999999995,22.3
2271,MISTRAL,MISTRAL,92,70,30,65,62,64,8.5,56.7,8,True,3,False,0,0,0,1,4,4,0,1,3,1,5,32,2,15,1,2,0.625,4.0,40,3,37,4.625,0.25,0.0625,13.299999999999995,-26.700000000000003,7.299999999999997,35.3
2271,COMMAND,COMMAND,95,78,65,75,72,74,8.5,56.7,4,True,3,False,1,1,0,0,3,2,0,1,0,0,6,10,3,6,1,2,1.5,2.5,13,3,10,2.5,0.0,0.0,21.3,8.299999999999997,17.299999999999997,38.3
2271,GEMMA,GEMMA,95,78,62,74,72,73,8.5,56.7,4,True,2,False,0,0,0,0,3,2,0,1,0,0,4,10,2,6,1,2,1.0,2.5,16,2,14,3.5,0.0,0.0,21.3,5.299999999999997,16.299999999999997,38.3
1425,CHATGPT,CHATGPT,93,75,52,69,68,68,13.0,86.7,3,True,1,False,0,0,0,0,2,1,0,1,0,0,6,16,5,11,1,5,2.0,5.333333333333333,23,1,22,7.333333333333333,0.0,0.0,-11.700000000000005,-34.7,-18.700000000000003,6.299999999999997
1425,CLAUDE,CLAUDE,95,78,32,80,78,79,13.0,86.7,7,True,2,False,1,1,0,1,0,2,0,3,6,0,0,48,0,15,0,3,0.0,6.857142857142857,46,2,44,6.285714285714286,0.4285714285714285,0.0714285714285714,-8.700000000000003,-54.7,-7.700000000000003,8.299999999999997
1425,QWEN,QWEN,76,87,52,76,75,76,13.0,86.7,7,True,1,False,0,0,0,0,6,5,0,1,0,0,11,23,2,8,1,2,1.5714285714285714,3.2857142857142856,35,1,34,4.857142857142857,0.0,0.0,0.2999999999999971,-34.7,-10.700000000000005,-10.700000000000005
1425,GROK,GROK,78,78,55,68,65,66,13.0,86.7,6,True,3,False,0,0,0,0,5,5,0,0,0,0,10,10,2,3,2,1,1.6666666666666667,1.6666666666666667,23,3,20,3.333333333333333,0.0,0.0,-8.700000000000003,-31.700000000000003,-20.700000000000003,-8.700000000000003
1425,MISTRAL,MISTRAL,81,92,30,90,62,76,13.0,86.7,8,False,28,False,0,0,0,1,1,0,0,1,7,6,2,32,2,25,2,7,0.25,4.0,62,28,34,4.25,0.8125,0.0625,5.299999999999997,-56.7,-10.700000000000005,-5.700000000000003
1425,COMMAND,COMMAND,77,78,72,78,75,76,13.0,86.7,2,True,3,False,0,0,0,0,0,1,0,0,1,0,0,3,0,3,0,3,0.0,1.5,6,3,3,1.5,0.25,0.0,-8.700000000000003,-14.700000000000005,-10.700000000000005,-9.700000000000005
1425,GEMMA,GEMMA,79,85,62,78,76,77,13.0,86.7,5,True,2,False,0,0,0,0,4,3,0,1,0,0,7,14,2,6,1,1,1.4,2.8,23,2,21,4.2,0.0,0.0,-1.7000000000000028,-24.700000000000003,-9.700000000000005,-7.700000000000003
411,CHATGPT,CHATGPT,76,72,58,66,66,66,9.0,60.0,2,True,0,False,0,0,0,0,0,0,1,1,0,0,6,8,6,8,6,8,3.0,4.0,14,0,14,7.0,0.0,0.0,12.0,-2.0,6.0,16.0
411,CLAUDE,CLAUDE,69,78,42,68,68,68,9.0,60.0,5,True,0,False,0,0,0,0,4,2,0,2,0,0,10,26,3,13,2,3,2.0,5.2,36,0,36,7.2,0.0,0.0,18.0,-18.0,8.0,9.0
411,QWEN,QWEN,76,87,52,78,75,76,9.0,60.0,6,True,3,False,0,0,0,0,5,3,0,2,0,0,9,23,2,6,1,3,1.5,3.8333333333333335,35,3,32,5.333333333333333,0.0,0.0,27.0,-8.0,16.0,16.0
411,GROK,GROK,66,78,48,65,63,64,9.0,60.0,6,True,2,False,0,0,0,0,5,4,0,1,0,0,13,15,3,7,1,1,2.1666666666666665,2.5,30,2,28,4.666666666666667,0.0,0.0,18.0,-12.0,4.0,6.0
411,MISTRAL,MISTRAL,71,70,65,68,65,66,9.0,60.0,5,True,3,False,0,0,0,0,2,0,0,0,2,4,2,0,1,0,1,0,0.4,0.0,5,3,2,0.4,0.6,0.0,10.0,5.0,6.0,11.0
411,COMMAND,COMMAND,73,78,65,73,72,72,9.0,60.0,4,True,1,False,0,0,0,0,3,3,0,0,0,0,5,7,2,3,1,2,1.25,1.75,13,1,12,3.0,0.0,0.0,18.0,5.0,12.0,13.0
411,GEMMA,GEMMA,79,78,62,74,72,73,9.0,60.0,4,True,2,False,0,0,0,0,3,2,0,1,0,0,4,10,2,6,1,2,1.0,2.5,16,2,14,3.5,0.0,0.0,18.0,2.0,13.0,19.0
1979,CHATGPT,CHATGPT,81,70,46,62,61,62,9.0,60.0,3,True,1,False,0,0,0,0,2,1,0,1,0,0,8,15,5,12,3,3,2.6666666666666665,5.0,24,1,23,7.666666666666667,0.0,0.0,10.0,-14.0,2.0,21.0
1979,CLAUDE,CLAUDE,67,78,42,65,63,64,9.0,60.0,7,True,2,False,0,0,0,0,6,5,0,1,0,0,13,21,3,6,1,2,1.8571428571428568,3.0,36,2,34,4.857142857142857,0.0,0.0,18.0,-18.0,4.0,7.0
1979,QWEN,QWEN,68,85,42,73,70,72,9.0,60.0,7,True,3,False,0,0,0,0,6,3,0,3,0,0,12,28,3,6,1,2,1.7142857142857142,4.0,43,3,40,5.714285714285714,0.0,0.0,25.0,-18.0,12.0,8.0
1979,GROK,GROK,77,78,48,72,70,71,9.0,60.0,5,True,2,False,0,0,0,0,4,3,0,1,0,0,6,22,2,7,1,5,1.2,4.4,30,2,28,5.6,0.0,0.0,18.0,-12.0,11.0,17.0
1979,MISTRAL,MISTRAL,78,70,30,70,55,62,9.0,60.0,8,False,15,False,0,0,0,1,0,2,0,0,8,5,0,25,0,15,0,5,0.0,3.125,40,15,25,3.125,0.8125,0.0625,10.0,-30.0,2.0,18.0
1979,COMMAND,COMMAND,66,65,55,65,62,64,9.0,60.0,3,True,3,False,0,0,0,0,0,2,0,0,2,0,0,7,0,5,0,2,0.0,2.333333333333333,10,3,7,2.333333333333333,0.3333333333333333,0.0,5.0,-5.0,4.0,6.0
1979,GEMMA,GEMMA,71,78,58,73,72,72,9.0,60.0,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,18.0,-2.0,12.0,11.0
1676,CHATGPT,CHATGPT,80,74,52,64,63,64,11.5,76.7,3,True,1,False,0,0,0,0,1,1,1,1,0,0,10,11,8,8,2,3,3.333333333333333,3.6666666666666665,22,1,21,7.0,0.0,0.0,-2.700000000000003,-24.700000000000003,-12.700000000000005,3.299999999999997
1676,CLAUDE,CLAUDE,87,75,32,45,42,44,11.5,76.7,5,True,3,False,1,1,1,0,3,2,0,1,0,1,33,13,25,6,2,3,6.6,2.6,43,3,40,8.0,0.1,0.1,-1.7000000000000028,-44.7,-32.7,10.299999999999995
1676,QWEN,QWEN,78,87,42,76,74,75,11.5,76.7,7,True,2,False,0,0,0,1,6,5,0,0,0,0,11,32,2,16,1,2,1.5714285714285714,4.571428571428571,45,2,43,6.142857142857143,0.0,0.0714285714285714,10.299999999999995,-34.7,-1.7000000000000028,1.2999999999999972
1676,GROK,GROK,79,75,45,63,60,62,11.5,76.7,4,True,3,False,0,0,0,0,3,3,0,0,0,0,12,15,5,5,2,5,3.0,3.75,30,3,27,6.75,0.0,0.0,-1.7000000000000028,-31.700000000000003,-14.700000000000005,2.299999999999997
1676,MISTRAL,MISTRAL,75,70,30,65,40,52,11.5,76.7,8,False,25,False,0,0,0,0,4,2,0,0,4,6,5,10,2,5,1,5,0.625,1.25,40,25,15,1.875,0.625,0.0,-6.700000000000003,-46.7,-24.700000000000003,-1.7000000000000028
1676,COMMAND,COMMAND,94,78,65,75,73,74,11.5,76.7,3,True,2,False,1,1,0,0,2,2,0,0,0,0,5,10,3,5,2,5,1.6666666666666667,3.333333333333333,13,2,11,3.6666666666666665,0.0,0.0,1.2999999999999972,-11.700000000000005,-2.700000000000003,17.299999999999997
1676,GEMMA,GEMMA,80,78,58,73,72,72,11.5,76.7,5,True,1,False,0,0,0,0,4,4,0,0,0,0,5,14,2,5,1,2,1.0,2.8,20,1,19,3.8,0.0,0.0,1.2999999999999972,-18.700000000000003,-4.700000000000003,3.299999999999997
343,CHATGPT,CHATGPT,65,42,28,37,35,36,12.0,80.0,3,True,2,False,0,0,0,0,2,2,0,0,0,0,5,7,3,4,2,3,1.6666666666666667,2.333333333333333,14,2,12,4.0,0.0,0.0,-38.0,-52.0,-44.0,-15.0
343,CLAUDE,CLAUDE,73,35,15,18,15,16,12.0,80.0,3,True,3,False,1,1,1,0,1,1,0,0,0,1,20,3,17,3,3,3,6.666666666666667,1.0,20,3,17,5.666666666666667,0.1666666666666666,0.1666666666666666,-45.0,-65.0,-64.0,-7.0
343,QWEN,QWEN,72,72,0,52,48,50,12.0,80.0,8,False,4,False,0,0,0,1,8,6,0,1,0,0,20,48,5,15,1,2,2.5,6.0,72,4,68,8.5,0.0,0.0625,-8.0,-80.0,-30.0,-8.0
343,GROK,GROK,68,75,10,47,46,46,12.0,80.0,6,True,1,False,0,0,0,0,4,2,1,3,0,0,28,36,10,10,3,1,4.666666666666667,6.0,65,1,64,10.666666666666666,0.0,0.0,-5.0,-70.0,-34.0,-12.0
343,MISTRAL,MISTRAL,80,70,35,59,42,50,12.0,80.0,8,False,17,False,0,0,0,0,3,2,0,0,5,6,11,7,5,4,2,3,1.375,0.875,35,17,18,2.25,0.6875,0.0,-10.0,-45.0,-30.0,0.0
343,COMMAND,COMMAND,76,65,41,68,67,68,12.0,80.0,4,True,1,False,2,2,0,1,2,2,0,0,1,0,2,31,1,25,1,1,0.5,7.75,24,1,23,5.75,0.125,0.125,-15.0,-39.0,-12.0,-4.0
343,GEMMA,GEMMA,67,78,52,71,69,70,12.0,80.0,6,True,2,False,0,0,0,0,5,4,0,1,0,0,7,17,2,6,1,1,1.1666666666666667,2.833333333333333,26,2,24,4.0,0.0,0.0,-2.0,-28.0,-10.0,-13.0
